Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
3.0,6,12.1,8.5,10.5,246
3.0,6,14.9,9.8,12.6,296
5.0,8,15.0,10.2,12.8,302
5.0,8,15.7,10.4,13.3,311
5.0,8,15.7,10.4,13.3,311
3.0,6,12.5,8.7,10.8,254
3.0,6,15.3,9.9,12.9,302
3.0,6,13.0,9.1,11.3,264
3.0,6,12.5,8.7,10.8,254
3.0,6,15.3,9.9,12.9,302
3.0,6,13.0,9.1,11.3,264
3.0,6,11.9,8.3,10.3,241
3.0,6,14.0,8.9,11.7,275
3.0,6,14.1,9.3,11.9,279
5.0,8,15.8,10.2,13.3,313
5.0,8,15.8,10.2,13.3,313
2.4,4,10.9,7.7,9.5,223
2.4,4,10.9,7.7,9.5,223
2.4,4,15.2,10.2,12.9,213
3.2,6,11.4,8.1,9.9,233
2.4,4,11.3,8.3,10.0,233
2.4,4,11.3,8.3,10.0,233
2.4,4,15.9,11.0,13.7,226
3.2,6,11.6,8.5,10.2,240
2.4,4,11.4,8.6,10.1,238
3.2,6,12.5,8.9,10.9,256
2.4,4,12.1,9.4,10.9,255
3.2,6,12.2,9.0,10.8,253
2.0,4,10.8,8.9,10.0,234
2.0,4,10.3,7.8,9.2,214
2.4,4,11.2,8.6,10.0,235
2.4,4,10.2,8.2,9.3,218
2.4,4,11.7,9.1,10.5,248
2.4,4,10.6,8.6,9.7,228
2.4,4,11.7,10.3,11.1,259
3.6,6,12.8,9.5,11.3,265
5.7,8,16.7,10.7,14.0,329
3.0,6,11.2,8.4,9.9,267
6.4,8,18.5,12.6,15.8,370
2.0,4,10.8,8.9,10.0,234
2.0,4,10.3,7.8,9.2,214
2.4,4,11.2,8.6,10.0,235
2.4,4,10.2,8.2,9.3,218
2.4,4,11.7,9.1,10.5,248
2.4,4,10.6,8.6,9.7,228
2.4,4,11.7,10.3,11.1,259
1.4,4,9.9,7.5,8.8,207
2.4,4,10.8,7.7,9.4,220
2.4,4,14.2,9.9,12.2,201
1.4,4,9.9,7.5,8.8,203
2.4,4,11.2,8.0,9.8,229
3.6,6,14.1,11.1,12.8,299
3.6,6,14.2,11.0,12.8,299
3.6,6,14.8,11.7,13.4,314
3.6,6,15.0,11.4,13.4,312
3.3,6,12.7,8.4,10.7,251
1.8,4,8.9,6.1,7.6,179
1.8,4,9.3,6.3,7.9,186
2.0,4,9.7,6.7,8.3,196
2.0,4,9.8,6.9,8.5,198
1.6,4,11.1,8.0,9.7,228
1.6,4,11.1,8.2,9.8,227
2.0,4,9.5,7.2,8.5,199
2.0,4,9.7,6.9,8.4,197
1.6,4,10.6,7.8,9.4,218
1.6,4,10.8,8.1,9.6,222
2.0,4,9.7,7.1,8.6,200
2.0,4,10.0,7.4,8.8,206
3.8,6,13.9,9.2,11.8,278
5.0,8,15.6,10.6,13.4,318
1.6,4,8.4,6.1,7.4,175
2.0,4,10.9,7.4,9.3,222
2.4,4,9.4,6.5,8.1,193
2.4,4,6.6,5.9,6.3,147
2.4,4,6.7,6.1,6.4,150
1.6,4,8.7,6.3,7.7,178
1.6,4,8.8,6.4,7.7,179
1.6,4,8.5,6.3,7.6,175
2.0,4,10.1,7.6,9.0,214
2.0,4,10.4,7.8,9.3,220
3.3,6,13.2,9.7,11.6,275
3.3,6,12.9,9.5,11.4,269
3.3,6,14.2,10.5,12.5,296
2.0,4,11.7,8.6,10.3,245
2.4,4,11.1,8.2,9.8,233
2.0,4,12.3,9.3,10.9,259
2.4,4,11.4,9.2,10.4,245
3.3,6,13.4,9.4,11.6,275
1.6,4,9.8,7.8,8.9,206
1.6,4,9.9,7.8,9.0,208
2.0,4,9.8,7.5,8.8,208
2.0,4,9.7,7.7,8.8,208
2.4,4,11.4,8.3,10.0,231
2.4,4,12.9,9.2,11.3,261
2.0,4,12.6,9.7,11.3,261
2.4,4,12.0,9.3,10.8,251
6.5,12,22.2,12.7,17.9,420
6.5,12,23.6,14.1,19.3,452
5.2,10,16.4,11.4,14.2,331
5.2,10,16.9,11.8,14.6,340
2.0,4,11.9,9.0,10.6,248
3.0,6,16.2,12.1,14.3,336
3.0,6,14.2,10.2,12.4,291
3.0,6,10.6,8.1,9.4,254
5.0,8,17.2,12.5,15.1,356
5.0,8,17.2,12.5,15.1,356
3.0,6,14.2,10.2,12.4,291
3.0,6,10.6,8.1,9.4,254
5.0,8,16.6,12.3,14.7,344
2.0,4,11.3,7.9,9.7,229
1.8,4,5.5,5.9,5.7,132
2.5,4,5.8,6.1,5.9,139
3.5,6,11.4,7.6,9.7,225
2.0,4,10.6,7.2,9.0,212
2.0,4,11.3,7.8,9.7,227
3.5,6,11.9,8.1,10.2,237
3.5,6,12.4,9.0,10.9,254
3.5,6,12.5,8.6,10.7,251
3.5,6,8.1,6.9,7.6,177
5.0,8,14.9,9.7,12.5,293
4.6,8,15.7,11.7,13.9,322
2.0,4,10.6,7.2,9.0,212
3.5,6,12.6,9.2,11.1,258
3.5,6,12.3,8.5,10.6,246
3.5,6,12.6,9.2,11.1,258
4.6,8,14.4,9.6,12.3,286
4.6,8,15.2,10.2,12.9,303
4.6,8,15.2,10.2,12.9,303
5.0,8,12.7,10.1,11.5,268
5.7,8,18.3,12.9,15.9,371
2.0,4,10.6,8.4,9.6,225
2.0,4,10.8,8.8,9.9,231
2.5,4,7.1,7.7,7.4,172
2.0,4,10.6,7.4,9.0,214
3.5,6,12.6,9.2,11.1,258
3.5,6,12.3,8.5,10.6,246
3.5,6,12.6,9.2,11.1,258
5.0,8,15.2,9.5,12.6,289
3.5,6,12.2,8.9,10.7,251
3.5,6,7.7,8.2,8.0,186
2.0,4,12.4,9.0,10.9,256
2.3,4,12.8,9.1,11.1,261
3.5,6,14.7,9.8,12.5,293
3.7,6,14.2,9.8,12.2,287
3.5,6,15.7,11.2,13.7,322
2.0,4,13.1,9.4,11.4,268
3.7,6,14.7,10.2,12.7,298
2.7,6,14.1,9.7,12.1,283
3.7,6,14.4,10.3,12.5,293
2.0,4,10.5,7.0,8.9,210
3.7,6,12.8,8.7,10.9,257
2.0,4,10.8,7.5,9.3,220
3.7,6,13.8,9.7,11.9,279
2.0,4,5.7,6.0,5.8,136
3.5,6,16.2,11.9,14.3,334
3.5,6,16.1,12.4,14.4,339
3.0,6,14.1,9.8,12.2,286
3.0,6,14.5,10.0,12.5,293
3.0,6,15.0,10.0,12.6,295
4.7,8,18.2,11.4,15.1,357
4.7,8,18.2,11.6,15.2,360
3.8,8,16.2,11.0,14.0,322
3.0,6,15.2,10.2,12.9,300
3.0,6,15.1,10.2,12.9,302
2.0,4,8.2,6.7,7.6,179
2.0,4,8.8,7.3,8.1,189
2.0,4,9.0,7.3,8.2,192
2.5,4,8.9,7.1,8.1,190
2.0,4,9.0,6.8,8.0,188
2.0,4,9.3,7.6,8.5,199
2.5,4,9.8,7.9,9.0,210
2.0,4,7.9,5.7,6.9,162
2.0,4,8.0,5.8,7.0,165
2.5,4,8.4,6.1,7.4,173
2.5,4,8.2,5.9,7.2,169
2.5,4,9.3,6.4,8.0,189
2.0,4,8.0,5.9,7.0,165
2.0,4,8.2,5.9,7.1,167
2.5,4,8.7,6.5,7.7,182
2.5,4,8.2,6.0,7.2,170
2.5,4,9.2,6.6,8.1,190
2.5,4,10.8,8.3,9.7,226
2.5,4,11.1,8.3,9.8,229
2.5,4,8.8,6.1,7.6,178
2.5,4,8.5,5.9,7.3,171
2.5,4,9.4,6.4,8.1,188
2.0,4,8.9,6.5,7.8,183
2.0,4,8.8,6.9,7.8,183
4.0,8,13.4,9.6,11.7,268
4.0,8,13.4,9.6,11.7,268
2.0,4,10.2,7.7,9.1,214
5.5,8,15.1,10.8,13.1,308
5.5,8,15.3,10.8,13.3,310
5.5,8,15.2,11.0,13.3,310
5.5,8,20.0,16.6,18.5,417
6.0,12,24.3,17.9,21.4,476
5.5,8,18.2,14.0,16.3,369
2.0,4,10.3,8.1,9.3,216
5.5,8,17.3,13.5,15.6,366
5.5,8,17.2,12.8,15.2,363
4.0,8,14.5,10.8,12.8,303
5.5,8,15.7,10.1,13.2,313
5.5,8,15.3,10.2,13.0,313
6.0,12,18.5,11.8,15.5,361
6.0,12,18.0,11.3,15.0,355
5.5,8,14.7,9.5,12.4,298
6.0,12,16.7,11.2,14.2,335
5.5,8,12.4,8.5,10.6,252
2.0,4,9.2,6.6,8.0,188
2.0,4,10.0,7.5,8.9,206
2.0,4,10.1,7.8,9.0,212
3.0,6,11.1,9.6,10.4,231
2.0,4,9.4,6.4,8.1,188
2.0,4,9.8,7.1,8.6,198
2.0,4,13.1,9.8,11.6,198
3.0,6,12.2,8.8,10.7,252
4.7,8,13.7,9.3,11.7,277
2.1,4,8.6,6.0,7.4,200
3.5,6,11.9,8.2,10.2,240
3.0,6,12.0,8.5,10.4,244
3.0,6,11.8,8.4,10.2,239
3.0,6,12.4,8.9,10.8,253
3.0,6,11.5,8.1,10.0,233
4.7,8,12.9,9.6,11.4,270
4.7,8,13.7,9.2,11.7,275
4.7,8,13.4,8.9,11.4,268
5.5,8,19.0,16.5,17.9,401
3.0,6,13.6,10.0,12.0,322
3.0,6,15.2,12.6,14.0,298
4.7,8,17.5,13.1,15.5,365
2.0,4,9.8,7.4,8.7,203
3.0,6,10.1,8.0,9.2,246
3.0,6,10.4,8.2,9.4,253
3.0,6,13.3,10.4,12.0,282
3.0,6,13.6,10.2,12.0,281
4.7,8,16.2,11.8,14.2,335
6.0,12,18.2,11.7,15.3,359
2.0,4,10.8,9.5,10.2,233
2.0,4,11.5,10.2,10.9,248
3.0,6,12.6,8.6,10.8,253
4.7,8,14.7,9.1,12.2,294
4.7,8,14.8,9.8,12.5,287
4.7,8,14.4,9.8,12.3,289
6.0,12,17.3,11.0,14.5,340
4.7,8,14.6,9.6,12.3,289
2.0,4,9.6,7.3,8.5,199
3.5,6,11.1,8.1,9.8,229
1.5,3,8.7,6.6,7.7,181
1.5,3,8.4,6.0,7.3,172
1.5,3,8.7,6.6,7.7,181
1.5,3,8.2,6.0,7.2,170
1.5,3,9.4,7.0,8.3,195
1.5,3,9.5,6.6,8.2,194
1.5,3,8.7,6.6,7.7,181
1.5,3,8.2,6.0,7.2,170
2.0,4,9.2,7.0,8.2,193
2.0,4,10.0,7.0,8.7,203
2.0,4,9.2,7.0,8.2,193
2.0,4,10.0,7.0,8.7,203
2.0,4,9.7,7.0,8.5,198
2.0,4,10.6,7.4,9.2,215
2.0,4,9.7,7.0,8.5,198
2.0,4,10.0,7.0,8.7,203
1.6,4,10.1,7.7,9.0,212
1.6,4,9.4,7.6,8.6,201
1.6,4,10.1,7.7,9.0,212
1.6,4,9.4,7.6,8.6,201
2.0,4,9.4,7.5,8.5,199
2.0,4,10.4,7.7,9.2,214
1.6,4,10.1,7.7,9.0,212
1.6,4,9.4,7.6,8.6,201
1.6,4,10.1,7.7,9.0,212
1.6,4,9.4,7.6,8.6,201
2.0,4,8.6,6.8,7.8,181
2.0,4,9.6,7.0,8.4,198
2.4,4,9.8,7.6,8.8,204
2.4,4,10.5,7.7,9.2,217
2.4,4,10.2,7.8,9.1,210
2.0,4,9.2,7.1,8.3,191
2.0,4,9.9,7.2,8.7,203
1.2,3,6.4,5.3,5.9,139
1.2,3,7.0,5.6,6.3,147
2.4,4,9.2,7.5,8.4,193
2.4,4,9.7,8.1,9.0,207
3.0,6,11.9,8.5,10.4,238
2.0,4,9.6,7.6,8.7,202
2.0,4,10.3,8.0,9.3,214
2.4,4,10.5,8.6,9.6,223
3.7,6,12.6,9.2,11.1,260
3.7,6,13.3,9.3,11.5,269
3.7,6,13.1,9.6,11.5,270
3.7,6,13.6,9.7,11.8,278
2.5,4,8.7,6.0,7.5,176
3.5,6,10.3,7.4,9.0,212
2.5,4,8.9,6.3,7.7,181
2.5,4,13.6,10.4,12.1,285
2.5,4,12.2,10.2,11.3,266
4.0,6,14.8,10.3,12.7,300
4.0,6,15.7,11.3,13.7,322
4.0,6,15.0,11.2,13.3,313
3.8,6,14.3,10.5,12.6,294
1.6,4,8.5,7.2,7.9,186
1.6,4,8.5,6.9,7.8,183
1.6,4,8.8,7.5,8.2,194
1.6,4,8.9,7.5,8.3,194
1.6,4,9.4,8.1,8.8,208
3.5,6,10.9,7.8,9.5,223
1.6,4,8.8,6.6,7.8,184
1.6,4,8.6,6.6,7.7,182
3.5,6,11.0,8.2,9.8,230
3.5,6,11.2,8.3,9.9,232
2.0,4,9.7,9.0,9.4,220
3.5,6,11.9,8.6,10.4,245
3.5,6,12.1,8.9,10.7,251
3.5,6,12.7,9.0,11.0,258
2.5,4,9.1,7.1,8.2,194
2.5,4,9.5,7.4,8.6,201
1.8,4,8.0,6.1,7.2,167
1.8,4,8.9,6.6,7.9,184
1.6,4,7.5,6.0,6.8,161
1.6,4,8.6,6.5,7.6,179
3.4,6,11.6,8.4,10.1,238
3.4,6,12.3,8.6,10.6,249
3.4,6,11.5,8.4,10.1,236
3.4,6,12.3,8.7,10.7,251
3.8,6,12.7,9.0,11.0,259
3.8,6,12.9,9.0,11.2,262
3.8,6,12.7,9.2,11.1,260
3.8,6,13.4,9.3,11.6,272
3.8,6,11.9,8.7,10.5,245
3.8,6,12.4,8.7,10.7,252
3.8,6,12.2,8.7,10.6,250
3.8,6,12.5,8.9,10.9,255
3.4,6,11.7,8.5,10.2,240
3.4,6,12.3,8.7,10.7,251
3.4,6,11.9,8.8,10.5,246
3.4,6,12.5,9.0,10.9,257
3.8,6,12.7,9.2,11.1,260
3.8,6,13.0,9.2,11.3,265
3.8,6,13.1,9.4,11.4,268
3.8,6,13.4,9.3,11.6,272
3.8,6,12.2,8.9,10.7,251
3.8,6,12.7,8.9,11.0,258
3.8,6,12.5,9.1,11.0,257
3.8,6,12.9,9.2,11.2,262
3.8,6,16.0,11.5,14.0,329
4.0,6,16.3,11.8,14.3,334
3.4,6,12.3,8.9,10.8,253
3.4,6,12.9,9.0,11.1,261
3.8,6,12.8,9.3,11.2,260
3.8,6,13.1,9.2,11.4,267
3.8,6,13.7,9.6,11.9,278
3.8,6,13.7,9.6,11.9,278
3.8,6,13.7,9.6,11.9,278
3.8,6,13.7,9.6,11.9,278
2.7,6,10.7,7.4,9.2,217
2.7,6,11.5,7.9,9.9,232
3.4,6,10.9,7.7,9.5,222
3.4,6,12.1,8.9,10.7,250
3.4,6,11.3,7.9,9.8,230
3.4,6,11.9,8.6,10.4,245
3.8,6,13.1,9.9,11.6,272
3.6,6,13.5,9.7,11.8,277
3.0,6,11.2,8.4,9.8,270
3.6,6,14.8,10.4,12.8,300
3.6,6,14.3,9.6,12.2,286
4.8,8,16.7,11.2,14.2,334
4.8,8,16.9,11.2,14.3,336
2.7,6,10.7,7.4,9.2,217
2.7,6,11.5,7.9,9.9,232
3.8,6,13.3,10.1,11.8,277
3.4,6,10.9,7.7,9.5,222
3.4,6,12.1,8.9,10.7,250
3.4,6,11.3,7.9,9.8,230
3.4,6,11.9,8.6,10.4,245
3.0,6,13.7,10.3,12.2,285
3.6,6,14.2,10.1,12.3,287
3.6,6,12.9,8.4,10.9,255
4.8,8,15.1,9.7,12.7,298
3.0,6,13.4,8.8,11.4,267
3.6,6,13.1,8.7,11.1,262
3.0,6,13.4,8.8,11.4,267
3.0,6,13.7,8.9,11.5,271
4.8,8,15.3,9.7,12.8,300
4.8,8,15.4,9.8,12.9,303
4.8,8,15.3,9.7,12.8,300
4.8,8,15.4,9.8,12.9,303
3.6,6,13.9,9.5,11.9,279
3.6,6,19.4,13.6,16.8,279
3.6,6,12.9,9.3,11.3,264
5.7,8,17.1,12.0,14.8,348
5.7,8,15.8,10.9,13.6,319
3.0,6,11.6,8.4,10.2,272
3.0,6,11.3,8.0,9.8,264
3.6,6,14.6,10.1,12.6,294
3.6,6,20.5,14.5,17.8,296
5.7,8,17.7,12.7,15.4,362
5.7,8,16.2,11.5,14.1,330
3.0,6,12.1,8.8,10.6,283
2.4,4,11.2,8.1,9.8,231
6.6,12,19.2,12.4,16.1,373
6.6,12,19.2,12.4,16.1,373
6.7,12,20.9,12.7,17.2,403
6.7,12,20.7,12.9,17.2,404
6.7,12,20.9,12.7,17.2,403
6.7,12,20.7,12.9,17.2,404
6.6,12,18.8,11.8,15.6,367
2.0,4,9.6,7.0,8.4,197
2.0,4,10.9,7.9,9.6,224
1.8,4,8.3,6.3,7.4,173
1.8,4,8.6,6.6,7.7,180
2.5,4,10.2,7.6,9.0,211
2.5,4,10.2,7.7,9.0,210
0.9,3,7.5,6.1,6.9,157
0.9,3,7.5,6.1,6.9,157
2.0,4,9.6,7.0,8.4,197
2.0,4,10.9,7.9,9.6,224
2.0,4,10.2,8.5,9.4,222
2.5,4,9.6,7.5,8.7,204
2.5,4,10.6,8.4,9.6,227
2.0,4,8.5,6.4,7.6,177
2.0,4,9.5,7.0,8.4,197
2.0,4,8.5,6.4,7.6,177
2.0,4,9.5,7.0,8.4,197
2.5,4,9.0,6.5,7.9,185
2.5,4,10.7,7.8,9.4,220
3.6,6,11.9,8.2,10.2,239
2.5,4,9.3,7.1,8.3,196
2.5,4,11.0,8.2,9.7,228
3.6,6,12.0,8.6,10.5,246
2.0,4,12.5,9.5,11.2,254
2.0,4,11.3,8.4,10.0,233
2.5,4,13.8,10.2,12.2,285
2.0,4,9.1,7.0,8.1,191
2.0,4,10.2,7.7,9.1,214
2.0,4,7.9,6.9,7.5,175
4.0,6,14.2,11.1,12.8,298
4.0,6,14.2,11.1,12.8,298
3.5,6,11.4,7.6,9.7,225
2.5,4,9.4,6.7,8.2,192
3.5,6,11.0,7.7,9.5,222
2.5,4,5.5,6.0,5.7,134
2.5,4,5.7,6.0,5.9,137
1.8,4,8.6,6.5,7.6,179
1.8,4,8.2,6.2,7.3,171
1.8,4,7.9,6.1,7.1,166
1.8,4,8.4,6.4,7.5,174
1.8,4,7.7,5.6,6.8,160
1.8,4,7.7,6.0,6.9,162
3.5,6,12.5,9.3,11.1,260
3.5,6,13.0,9.8,11.6,272
3.5,6,8.6,8.4,8.5,198
3.5,6,8.4,8.3,8.4,195
1.8,4,4.4,4.6,4.5,104
1.5,4,4.5,5.1,4.7,111
1.8,4,5.4,5.8,5.6,131
2.5,4,10.1,7.7,9.0,212
2.5,4,10.5,8.2,9.5,220
2.5,4,6.9,7.6,7.2,169
2.5,4,10.0,7.6,8.9,208
2.5,4,10.6,8.1,9.4,220
5.7,8,18.8,14.0,16.6,382
3.5,6,13.0,9.5,11.4,267
3.5,6,14.4,10.2,12.5,290
2.7,4,12.0,10.0,11.1,261
3.5,6,12.6,10.0,11.4,267
2.7,4,12.7,10.5,11.7,274
2.7,4,12.4,11.4,11.9,279
3.5,6,13.1,10.5,11.9,280
3.5,6,13.6,11.2,12.5,292
3.5,6,13.8,11.7,12.9,300
4.6,8,15.9,12.3,14.3,335
5.7,8,17.3,13.0,15.4,360
4.6,8,16.9,12.9,15.1,351
5.7,8,18.2,14.1,16.3,380
2.7,4,11.6,9.0,10.4,244
3.5,6,12.5,9.0,10.9,256
2.7,4,11.6,9.2,10.5,241
3.5,6,12.8,9.3,11.3,263
1.5,4,7.2,5.6,6.4,151
1.5,4,7.6,5.7,6.7,157
1.5,4,7.8,6.6,7.3,170
1.5,4,7.7,6.3,7.1,165
1.8,4,9.6,7.0,8.4,196
1.8,4,9.5,6.9,8.4,196
1.8,4,9.6,7.0,8.4,196
1.8,4,9.7,7.5,8.7,203
2.0,4,10.7,7.7,9.3,217
1.8,4,9.3,6.5,8.1,189
1.8,4,9.3,6.4,8.0,187
2.0,4,9.5,7.2,8.5,198
2.0,4,9.4,6.9,8.3,193
2.0,4,10.4,7.9,9.3,216
2.0,4,10.9,7.7,9.4,220
1.8,4,9.4,6.8,8.2,193
1.8,4,9.5,6.6,8.2,192
1.4,4,8.5,6.0,7.3,173
1.4,4,8.3,5.9,7.2,168
1.8,4,9.2,6.4,8.0,186
1.8,4,9.4,6.4,8.1,189
2.0,4,9.8,7.0,8.6,201
2.0,4,10.1,7.2,8.8,207
1.4,4,5.7,4.9,5.3,124
1.8,4,9.4,6.3,8.0,187
1.8,4,9.5,6.4,8.1,189
3.6,6,11.9,8.5,10.4,243
2.0,4,11.7,9.5,10.7,251
2.0,4,13.0,9.0,11.2,259
2.0,4,11.6,9.3,10.6,248
3.6,6,14.1,10.4,12.4,292
3.0,6,11.2,8.4,9.8,270
2.5,5,11.8,8.6,10.3,239
2.0,4,9.6,6.7,8.3,193
2.5,5,11.6,8.2,10.1,233
2.0,4,9.6,6.7,8.3,193
2.5,5,11.6,8.2,10.1,233
2.0,4,10.6,7.7,9.3,218
2.0,4,11.3,8.2,9.9,231
3.0,6,13.0,9.0,11.2,259
3.0,6,13.0,9.0,11.2,259
2.0,4,9.6,6.7,8.3,193
2.5,5,11.8,8.6,10.3,239
2.0,4,9.6,6.7,8.3,193
2.5,5,11.6,8.2,10.1,233
2.0,4,11.3,8.2,9.9,231
3.0,6,13.0,9.0,11.2,259
3.0,6,13.0,9.0,11.2,259
2.0,4,10.3,7.6,9.1,213
2.5,5,12.5,9.2,11.0,254
2.0,4,11.0,8.1,9.7,226
2.0,4,11.8,9.1,10.6,247
3.0,6,13.7,10.1,12.0,276
2.0,4,10.3,7.6,9.1,213
2.5,5,12.5,9.2,11.0,254
2.0,4,10.6,9.1,10.0,232
2.0,4,10.8,9.5,10.2,239
2.0,4,11.5,9.5,10.6,247
2.4,4,9.4,6.8,8.2,192
3.5,6,12.6,9.0,11.0,259
3.5,6,12.2,9.0,10.7,251
3.0,6,9.1,9.0,9.0,210
3.5,6,11.1,10.8,11.0,261
3.5,6,12.4,8.7,10.7,250
3.5,6,8.2,7.8,8.1,190
2.4,4,9.6,6.6,8.3,197
3.5,6,11.2,7.5,9.6,226
1.8,4,9.7,6.9,8.4,197
1.8,4,9.7,6.9,8.4,197
2.0,4,10.0,7.2,8.7,205
2.0,4,10.5,7.7,9.2,217
2.9,6,13.8,9.6,11.9,280
5.2,12,15.5,11.4,13.7,322
6.0,12,16.7,10.9,14.1,331
6.0,12,17.5,11.4,14.7,345
6.0,12,19.4,12.8,16.4,388
6.0,12,23.2,14.4,19.2,450
2.0,4,9.1,6.8,8.0,188
2.0,4,9.7,7.5,8.7,205
2.0,4,10.8,8.0,9.5,223
2.0,4,8.6,6.4,7.6,177
2.0,4,9.8,7.7,8.8,205
2.0,4,9.9,7.0,8.6,204
2.0,4,10.2,8.3,9.3,217
2.0,4,11.0,8.0,9.7,226
2.0,4,10.4,7.3,9.0,210
2.0,4,11.3,8.2,9.9,231
2.0,4,10.9,7.5,9.4,220
3.0,6,11.5,8.2,10.0,238
3.0,6,11.5,8.2,10.0,238
3.0,6,12.6,8.0,10.5,246
4.0,8,12.9,8.0,10.7,249
4.0,8,13.1,8.3,10.9,255
2.0,4,11.9,8.4,10.3,243
2.0,4,11.9,8.4,10.3,241
2.0,4,12.0,8.6,10.5,246
3.0,6,13.2,9.2,11.4,267
2.0,4,11.9,9.6,10.8,253
3.0,6,12.6,9.4,11.1,260
5.2,10,16.5,11.2,14.1,330
5.2,10,16.5,11.2,14.1,330
4.0,8,16.2,9.3,13.1,309
2.0,4,11.0,8.5,9.9,232
3.0,6,13.0,8.5,11.0,259
3.0,6,13.8,9.0,11.7,273
3.0,6,13.3,9.1,11.4,266
4.0,8,13.3,8.8,11.3,263
4.0,8,13.4,8.8,11.4,265
4.0,8,16.2,9.9,13.4,312
3.0,6,14.1,9.9,12.2,285
2.0,4,10.1,7.8,9.1,209
2.0,4,10.1,7.8,9.1,209
2.0,4,10.3,8.6,9.5,222
6.0,12,18.8,12.2,15.9,370
4.0,8,16.1,9.4,13.1,307
6.0,12,18.9,11.2,15.4,360
4.0,8,17.7,10.3,14.4,337
6.0,12,19.6,11.7,16.0,375
4.0,8,17.0,9.9,13.8,321
6.0,12,19.6,11.7,16.0,375
6.8,8,21.3,12.8,17.5,407
6.8,8,22.2,13.6,18.3,430
2.0,4,10.0,7.2,8.7,207
2.0,4,9.8,6.8,8.4,197
2.0,4,11.1,7.3,9.4,219
2.0,4,10.5,7.4,9.1,213
2.0,4,10.2,7.4,9.0,210
2.0,4,10.0,6.5,8.4,200
2.0,4,10.2,6.7,8.6,202
2.0,4,10.3,6.9,8.8,206
2.0,4,7.9,5.9,7.0,189
2.0,4,7.9,5.9,7.0,189
2.0,4,10.5,7.4,9.1,213
2.0,4,10.5,7.4,9.1,213
2.0,4,10.5,7.4,9.1,213
3.0,6,11.1,7.8,9.6,224
3.0,6,12.2,8.2,10.4,242
3.0,6,11.4,7.8,9.8,228
3.0,6,12.2,8.5,10.5,246
3.0,6,11.9,8.1,10.2,238
2.0,4,10.6,7.3,9.1,211
2.0,4,10.5,7.4,9.1,213
2.0,4,10.5,7.4,9.1,213
3.0,6,11.1,7.8,9.6,224
3.0,6,12.2,8.2,10.4,242
3.0,6,11.9,8.1,10.2,238
3.0,6,11.4,7.8,9.8,228
3.0,6,12.2,8.5,10.5,246
3.0,6,11.4,7.8,9.8,228
2.0,4,10.5,7.4,9.1,213
3.0,6,11.4,7.8,9.8,228
3.0,6,12.4,8.4,10.6,249
3.0,6,12.4,8.4,10.6,249
4.4,8,14.7,9.7,12.5,292
4.4,8,13.8,9.1,11.7,273
4.4,8,14.7,9.7,12.5,292
3.0,6,11.9,8.1,10.2,238
4.4,8,13.8,9.1,11.7,273
4.4,8,14.7,9.7,12.5,292
4.4,8,14.7,9.7,12.5,292
4.4,8,14.7,9.7,12.5,292
3.0,6,11.8,8.9,10.5,245
3.0,6,13.1,9.2,11.4,267
3.0,6,11.1,7.8,9.6,224
3.0,6,12.2,8.2,10.4,242
3.0,6,11.1,7.8,9.6,224
3.0,6,12.5,8.4,10.7,250
3.0,6,11.4,7.8,9.8,228
3.0,6,11.4,7.8,9.8,228
3.0,6,14.0,9.7,12.1,284
3.0,6,13.7,9.1,11.7,273
3.0,6,14.1,9.6,12.1,283
3.0,6,13.7,9.1,11.7,273
3.0,6,14.0,9.7,12.1,284
3.0,6,13.7,9.1,11.7,273
4.4,8,17.2,11.6,14.7,343
4.4,8,16.2,10.9,13.8,324
4.4,8,17.2,11.6,14.7,343
4.4,8,16.2,10.9,13.8,324
4.4,8,17.2,11.6,14.7,343
4.4,8,16.2,10.9,13.8,324
6.6,12,17.7,11.9,15.1,355
2.0,4,10.5,7.4,9.1,213
2.0,4,8.7,7.1,8.0,211
2.0,4,11.1,8.5,10.0,233
3.0,6,12.7,9.1,11.1,260
3.0,6,12.7,9.1,11.1,260
2.0,4,11.8,8.6,10.3,240
4.4,8,16.6,12.1,14.6,341
3.0,6,10.3,8.0,9.3,249
3.0,6,13.0,9.8,11.5,270
4.4,8,15.6,11.3,13.7,320
4.4,8,16.6,12.1,14.6,341
3.0,6,13.0,9.8,11.5,270
4.4,8,15.6,11.3,13.7,320
3.6,6,15.7,10.6,13.4,315
3.6,6,16.0,10.9,13.7,322
1.4,4,9.3,7.2,8.3,194
1.4,4,8.6,7.1,7.9,185
1.4,4,9.8,7.7,8.8,208
1.4,4,8.9,7.6,8.3,196
2.0,4,11.8,9.1,10.6,248
2.5,4,11.1,8.4,9.9,232
3.6,6,11.2,7.5,9.5,224
3.6,6,11.6,8.1,10.0,235
2.0,4,11.5,8.0,9.9,233
2.0,4,12.1,8.9,10.7,250
2.4,4,11.3,7.6,9.7,226
2.0,4,10.6,7.7,9.3,217
2.0,4,11.8,8.0,10.1,236
2.5,4,10.7,7.4,9.2,216
3.6,6,11.6,8.0,10.0,234
2.0,4,10.8,7.9,9.5,222
3.6,6,12.2,8.6,10.6,248
3.6,6,13.9,9.4,11.9,279
3.6,6,14.4,10.4,12.6,295
